Chart Number,Glycan Name,Average RFU,StDev,% CV,t-value,p-value
57,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,63,22,34,2.908964526,0.031024374
55,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,59,10,18,5.708789353,0.005330906
269,Neu5Aca2-6Galb1-4GlcNAcb-Sp8,52,12,23,4.363831652,0.011124355
395,Gala1-3Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-6(Gala1-3Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp19,31,15,48,2.077818638,0.064635886
22,6S(3S)Galb1-4(6S)GlcNAcb-Sp0,31,26,86,1.157317815,0.165460275
266,Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0,30,9,29,3.402894255,0.02118556
488,Galb1-3GlcNAcb1-6GalNAca-Sp14,25,14,57,1.758632827,0.08843959
9,Neu5Aca-Sp8,24,14,60,1.666367644,0.097115309
581,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp19,24,13,54,1.854906297,0.080319981
98,GalNAcb1-4GlcNAcb-Sp0,23,16,68,1.461038154,0.120073554
309,GlcNAcb1-3Man-Sp10,22,15,67,1.487376026,0.116818004
218,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,22,17,75,1.325359659,0.13847315
362,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAb-Sp20,22,4,20,4.971313256,0.007818509
200,G-ol-Sp8,21,9,43,2.3441051,0.05042225
353,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,21,15,71,1.417165593,0.12571779
388,GlcNAcb1-2Mana1-6(GlcNAcb1-4(GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,21,10,50,2.00669747,0.069212566
394,Gala1-3Galb1-3GlcNAcb1-2Mana1-6(Gala1-3Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp19,21,9,43,2.309298919,0.052048886
378,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3GalNAca-Sp14,21,8,36,2.768930634,0.034815317
482,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,21,12,58,1.727218012,0.091290375
478,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana-Sp0,20,15,75,1.328146992,0.138066251
225,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,20,7,38,2.623976258,0.039365831
257,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4GlcNAcb-Sp8,19,5,25,3.960496716,0.014372313
263,Neu5Aca2-3Galb1-4Glcb-Sp0,19,7,34,2.926274153,0.030592341
608,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,19,10,51,1.964491602,0.07210949
587,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,19,7,38,2.659191007,0.038195708
525,Gala1-3(Fuca1-2)Galb1-3GlcNAcb1-6GalNAc-Sp14,19,21,110,0.907923992,0.215426527
7,Fuca-Sp9,18,8,46,2.196636909,0.057767314
214,Mana1-2Mana1-2Mana1-6(Mana1-3)Mana-Sp9,18,12,63,1.591752149,0.104839162
346,Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,18,8,43,2.328225857,0.051156589
326,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,18,11,58,1.728076119,0.091211123
607,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,18,12,68,1.469577529,0.119007302
261,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,18,12,65,1.544746941,0.110056717
211,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,18,10,54,1.84281839,0.081290665
116,Gala1-3Galb1-4Glcb-Sp0,18,17,98,1.023965272,0.190605459
33,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,18,7,42,2.407950892,0.047595986
385,Galb1-4(Fuca1-3)GlcNAcb1-6(Fuca1-4(Fuca1-2Galb1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,18,9,53,1.87629975,0.078634823
284,Neu5Gca2-3Galb1-4Glcb-Sp0,17,9,54,1.866054092,0.079436692
427,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,17,8,48,2.104462392,0.06301444
536,GalNAca1-3(Fuca1-2)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc-Sp21,17,9,52,1.92776104,0.07474713
337,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAc-Sp14,17,8,45,2.223434897,0.05634118
558,GlcNAcb1-3Galb1-4GlcNAcb1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-2Manæa1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp24,17,2,13,7.682073738,0.002291539
504,(3S)GalNAcb1-4(Fuca1-3)GlcNAcb-Sp8,17,11,67,1.489231852,0.116592278
428,Galb1-3GlcNAcb1-6(Galb1-3GlcNAcb1-2)Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,17,13,76,1.320190166,0.139231155
602,Neu5Aca2-6Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp14,16,8,48,2.077223702,0.064672654
64,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,16,4,27,3.638718996,0.017886937
113,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,16,14,88,1.135927713,0.169261042
402,GalNAca1-3GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0,16,6,38,2.598587133,0.040237013
446,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-4(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,16,9,57,1.758529094,0.088448834
223,Neu5Aca2-3Galb1-3GalNAca-Sp8,16,5,32,3.103681739,0.026571319
372,Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,15,2,13,7.505613435,0.002450205
228,GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,15,13,83,1.198279299,0.158420062
571,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,15,6,38,2.61411953,0.039701256
490,Galb1-3(Fuca1-4)GlcNAcb1-6GalNAca-Sp14,15,9,57,1.75697306,0.088587634
565,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,15,10,63,1.578016927,0.106334729
318,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,15,7,45,2.206066259,0.057260609
140,Galb1-3GalNAca-Sp14,15,6,40,2.485202531,0.044430019
259,Neu5Aca2-3Galb1-4GlcNAcb-Sp0,15,7,44,2.291903094,0.052885675
210,Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,15,3,17,5.776345266,0.005158237
358,KDNa2-3Galb1-4Glc-Sp0,15,15,104,0.965116722,0.202839671
538,Galb1-3GalNAcb1-3Gal-Sp21,14,11,73,1.365206126,0.132775046
371,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,14,8,59,1.70606802,0.093268743
351,Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,14,17,120,0.832518939,0.233096544
330,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,14,5,33,3.039843174,0.027937119
533,Fuca1-4(Galb1-3)GlcNAcb1-2 Mana-Sp0,14,9,63,1.584985691,0.105572979
360,Fuca1-2Galb1-3GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,14,3,20,4.966515164,0.00783921
106,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,14,6,41,2.447751254,0.045931622
319,Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,14,6,39,2.573736511,0.041112852
420,Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,14,10,72,1.388623806,0.129543187
480,Neu5Aca2-6Galb1-4GlcNAcb1-6GalNAca-Sp14,14,9,65,1.539912122,0.110609526
152,Galb1-4(Fuca1-3)GlcNAcb-Sp8,14,4,25,3.985412596,0.014138723
522,Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana-Sp0,14,7,49,2.032158859,0.067531332
363,Gala1-3Galb1-4GlcNAcb1-2Mana1-6(Gala1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,14,2,12,8.074170341,0.001984586
206,KDNa2-3Galb1-4GlcNAcb-Sp0,14,4,29,3.438578506,0.020639372
268,Neu5Aca2-6Galb1-4GlcNAcb-Sp0,14,8,62,1.62547929,0.101265527
110,Gala1-3GalNAca-Sp8,14,10,75,1.341213819,0.136175517
468,Gala1-3(Fuca1-2)Galb1-3GalNAcb-Sp8,14,15,107,0.933441902,0.209724644
81,Fucb1-3GlcNAcb-Sp8,14,9,68,1.479697714,0.117757025
23,6S(3S)Galb1-4GlcNAcb-Sp0,14,9,68,1.47703146,0.118085023
589,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,13,4,31,3.233369697,0.024046245
12,Galb-Sp8,13,15,109,0.917132842,0.213352777
342,GlcNAca1-4Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,13,5,38,2.626114916,0.039293515
457,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-6(GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,13,5,36,2.747803122,0.035436337
387,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,13,8,57,1.755707371,0.08870072
290,Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp0 ,13,6,43,2.337875489,0.050708805
272,Neu5Aca2-6Galb1-4Glcb-Sp0,13,6,48,2.070761705,0.065073624
354,Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,13,6,45,2.239366495,0.055513401
566,GlcNAb1-3Galb1-3GalNAc-Sp14,13,11,83,1.209730136,0.156506891
592,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,13,9,65,1.527005528,0.112100351
582,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAb1-2)Mana1-6(Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,13,10,79,1.270263363,0.146780195
564,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp25,13,9,68,1.472393114,0.118658007
71,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,13,15,114,0.874483685,0.223110523
235,Neu5Aca2-6(Neu5Aca2-3)GalNAca-Sp8,13,8,64,1.562749103,0.108025126
104,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8,13,9,74,1.350532081,0.134843958
238,Neu5Aca2-3Galb1-3(6S)GlcNAc-Sp8,13,2,14,7.057487221,0.002923875
551,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp25,13,12,98,1.020360971,0.191334221
417,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb1-3GalNAc-Sp14,13,3,26,3.897272063,0.014987733
323,Neu5Gcb2-6Galb1-4GlcNAc-Sp8,12,7,53,1.875124781,0.078726302
72,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,12,3,26,3.812976158,0.01586196
344,GlcNAca1-4Galb1-3GalNAc-Sp14,12,5,41,2.429653471,0.046679472
471,Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,12,4,33,3.029497116,0.028166714
375,Fuca1-4(Fuca1-2Galb1-3)GlcNAcb1-2Mana1-3(Fuca1-4(Fuca1-2Galb1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,12,5,41,2.426731186,0.046801619
217,Manb1-4GlcNAcb-Sp0,12,4,34,2.924149783,0.030644957
324,Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,12,6,46,2.176768419,0.058852718
143,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,12,11,91,1.098717195,0.176081177
82,GalNAca1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,12,7,56,1.77519495,0.086977748
40,(4S)Galb1-4GlcNAcb-Sp8,12,7,62,1.613613318,0.102507017
303,GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0,12,7,61,1.63617351,0.100161085
345,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,12,8,66,1.503986707,0.114814548
311,GlcNAcb1-4GlcNAcb-Sp12,12,10,83,1.210338799,0.156405859
105,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,12,9,78,1.281647853,0.14502195
569,(3S)GlcAb1-3Galb1-4GlcNAcb1-3Galb1-4Glc-Sp0,12,15,124,0.803674978,0.240183441
576,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,12,5,40,2.504986806,0.043661045
286,Neu5Gca2-6Galb1-4GlcNAcb-Sp0,12,10,88,1.132241759,0.169924751
560,Gala1-3Galb1-4GlcNAcb1-2Mana1-6(Gala1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp24,12,4,33,3.074996352,0.027174387
472,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp24,12,9,80,1.250932757,0.149816584
445,Fuca1-2Galb1-4 GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2(Fuca1-2Galb1-4GlcNAcb1-4)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,12,3,27,3.690935627,0.017247067
610,Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp21,11,7,65,1.545273624,0.109996681
48,"Neu5,9Ac2a-Sp8",11,4,34,2.90893876,0.031025023
11,Neu5Acb-Sp8,11,11,97,1.028842674,0.18962351
44,(6S)Galb1-4GlcNAcb-Sp8,11,7,59,1.687981959,0.094999256
404,Gala1-4Galb1-4GlcNAcb1-2Mana1-6(Gala1-4Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,11,6,57,1.750612052,0.089157646
95,GalNAcb1-3(Fuca1-2)Galb-Sp8,11,7,66,1.524551977,0.112386261
144,Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,11,15,139,0.721822724,0.261288664
593,GlcNAcb1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,11,4,32,3.106874836,0.026505235
127,Galb1-3GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,11,8,70,1.419522096,0.125407434
361,Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,11,7,67,1.491022794,0.116374896
448,Galb1-4GlcNAcb1-2Mana-Sp0,11,8,75,1.339947737,0.136357511
381,Galb1-3GalNAca1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,11,10,90,1.109328951,0.17410894
192,GlcNAcb1-6GalNAca-Sp8,11,4,40,2.477561028,0.044731467
43,(6S)Galb1-4Glcb-Sp8,11,15,135,0.741651345,0.256040987
215,Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,11,9,81,1.240594018,0.15146718
376,Neu5Aca2-3Galb1-4GlcNAcb1-3GalNAc-Sp14,11,5,49,2.039852023,0.067032878
173,GlcNAca1-3Galb1-4GlcNAcb-Sp8,11,8,76,1.319791698,0.139289764
301,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,11,5,42,2.366446958,0.049410593
78,Fuca1-2Galb-Sp8,11,9,85,1.175221149,0.16234504
352,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp22,11,6,54,1.852198343,0.080536261
340,GlcNAca1-4Galb1-3GlcNAcb-Sp0,11,12,110,0.90947962,0.215074937
204,GlcAb1-6Galb-Sp8,11,7,66,1.511885206,0.113875151
6,Fuca-Sp8,11,7,68,1.473835719,0.118479475
556,Neu5Gca2-8Neu5Gca2-6Galb1-4GlcNAc-Sp0,11,6,58,1.715196857,0.092408903
347,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6Manb1-4GlcNAcb1-4GlcNAc-Sp12,11,9,83,1.208711013,0.156676202
234,Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,11,5,51,1.950535034,0.073098653
493,Galb1-4(Fuca1-3)GlcNAcb1-6(Neu5Aca2-6(Neu5Aca2-3Galb1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,11,7,65,1.534377142,0.111246165
355,(6S)GlcNAcb1-3Galb1-4GlcNAcb-Sp0,11,8,79,1.260135079,0.148363069
27,(3S)Galb1-4(6S)Glcb-Sp8,11,10,94,1.062266218,0.183024119
150,Galb1-3GlcNAcb-Sp8,10,3,30,3.362561083,0.021825221
397,GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp12,10,9,88,1.142466406,0.168090014
70,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,10,4,41,2.421537492,0.047019673
380,Galb1-3GalNAca1-3(Fuca1-2)Galb1-4Glc-Sp0,10,5,49,2.047080935,0.066568468
453,GalNAcb1-4Galb1-4Glcb-Sp0,10,7,69,1.454828316,0.120855468
334,GalNAcb1-3Gala1-4Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,10,9,85,1.169927105,0.163260012
437,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(GlcNAcb1-4)(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,10,6,55,1.826838095,0.082594848
103,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,10,3,34,2.944689201,0.030140953
543,Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Gca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,10,4,37,2.671253186,0.037804817
60,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,10,6,57,1.752888046,0.088953212
80,Fuca1-4GlcNAcb-Sp8,10,11,109,0.920870695,0.212516231
49,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",10,6,60,1.66469885,0.09728089
56,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,10,9,86,1.1570293,0.165510967
109,Gala1-4(Gala1-3)Galb1-4GlcNAcb-Sp8,10,5,53,1.897362908,0.077015732
487,Neu5Aca2-6Galb1-4GlcNAcb1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3)Galb1-4Glc-Sp21,10,7,69,1.45658047,0.120634285
534,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana-Sp0,10,8,84,1.186287618,0.160449133
